"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"11/03/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","8.00","debit","Food & Dining","Citi Double Cash Card","",""
"11/03/2015","Duane Reade","DUANE READE #14295 NEW YORK NY","10.00","debit","Pharmacy","Citi Double Cash Card","",""
"11/03/2015","Posh Belle Nail","POSH BELLE NAIL & WAX BROOKLYN NY","38.88","debit","Spa & Massage","Citi Double Cash Card","",""
"11/02/2015","Sqc Sqc Bryan","SQC*<SQC BRYAN CLO> SAN FRANCISCO CA         11/01","9.20","credit","Income","TOTAL CHECKING","",""
"11/02/2015","Sqc Ca","SQC*303 9197160 .  / CA11/01","20.00","debit","Uncategorized","TOTAL CHECKING","",""
"11/02/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","9.86","debit","Food & Dining","Citi Double Cash Card","",""
"11/02/2015","Netflix","NETFLIX.COM         866-579-7178034448783  DVD RENTALS 320153060284982942","7.99","debit","Movies & DVDs","Gold Delta SkyMiles","",""
"11/02/2015","Spdr S&p 500 Etf","SPDR S&P 500 ETF","39.46","debit","Investments","Individual","",""
"11/01/2015","Yelpinc Eat Loving","YELPINC*EAT24 LOVING415-908-3808316162.CCT YELP ORDERS 320153050275147844","13.07","debit","Uncategorized","Gold Delta SkyMiles","",""
"11/01/2015","P 73 Bushwick Avenue","P189405 73 BUSHWICK AVE BROOKLYN","21.75","debit","Uncategorized","Investor Checking","",""
"10/30/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","6.40","debit","Food & Dining","Citi Double Cash Card","",""
"10/30/2015","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","3017.71","credit","Paycheck","TOTAL CHECKING","",""
"10/30/2015","Kaplan","KAPLAN/JYMONK/DEARBOLA CROSSE7661782148  COLLEGE/UNIVERSITY 320153030237366219","1412.57","debit","Education","Gold Delta SkyMiles","",""
"10/30/2015","Time Warner","TIME WARNER ENTRMT  718-358-09081501300120 CABLE SVCS 320153030237339076","66.70","debit","Television","Gold Delta SkyMiles","",""
"10/30/2015","ATM Fee Refund","ATM Fee Rebate","1.75","credit","ATM Fee","Investor Checking","",""
"10/30/2015","Spdr S&p 500 Etf","SPDR S&P 500 ETF","39.46","credit","Dividend & Cap Gains","Individual","",""
"10/29/2015","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","25.02","debit","Music","Citi Double Cash Card","",""
"10/28/2015","Online Transfer Em","Online Transfer 4904428358 to emigrant bank ######9006 transacti","1250.00","debit","Transfer","TOTAL CHECKING","",""
"10/28/2015","Aramark","ARAMARK JPMC383MADISON NEW YORKNY           10/26","7.92","debit","Food & Dining","TOTAL CHECKING","",""
"10/28/2015","Media Group","CLARITY MEDIA GROUP NEW YORKMT4492      MEDIA COACHI 320153010206492492","250.00","debit","Advertising","Gold Delta SkyMiles","",""
"10/27/2015","Amazon","AMAZON.COM AMZN.COM/BI AMZN.COM/BILL WA","48.98","debit","Shopping","Citi Double Cash Card","",""
"10/27/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","8.85","debit","Food & Dining","Citi Double Cash Card","",""
"10/26/2015","Sqc Sqc Nicole","SQC*<SQC NICOLE DI> SAN FRANCISCO CA         10/24","8.00","credit","Income","TOTAL CHECKING","",""
"10/26/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787848155453    RESTAURANT 320152990178764255","12.65","debit","Restaurants","Gold Delta SkyMiles","",""
"10/26/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","12.37","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"10/26/2015","P 73 Bushwick Avenue","P189405 73 BUSHWICK AVE BROOKLYN","21.75","debit","Uncategorized","Investor Checking","",""
"10/25/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787845724990    RESTAURANT 320152980163181048","18.11","debit","Restaurants","Gold Delta SkyMiles","",""
"10/25/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","13.49","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"10/24/2015","Toad Style","SQ *TOAD STYLE Brooklyn NY","21.78","debit","Uncategorized","Citi Double Cash Card","",""
"10/23/2015","Duane Reade","DUANE READE #14295 0NEW YORK99999995296 8002892273 320152960123145253","14.99","debit","Pharmacy","Gold Delta SkyMiles","",""
"10/23/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787840796599    RESTAURANT 320152960131414882","17.47","debit","Restaurants","Gold Delta SkyMiles","",""
"10/22/2015","ATM Withdrawal","ATM WITHDRAWAL008067  10/22230 PARK","40.00","debit","Cash & ATM","TOTAL CHECKING","",""
"10/22/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","6.76","debit","Food & Dining","Citi Double Cash Card","",""
"10/21/2015","Iso Liharevic","Online Payment 4891100195 To IsoLiharevic","1650.00","debit","Uncategorized","TOTAL CHECKING","",""
"10/21/2015","Bk Amer Online","BK OF AMER MC    ONLINE PMT CKF140376536POS WEB ID: 9500000000","1371.07","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/21/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","7.62","debit","Food & Dining","Citi Double Cash Card","",""
"10/21/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","8.80","debit","Food & Dining","Citi Double Cash Card","",""
"10/21/2015","Apple","APPLE STORE         NEW YORKR4156431420 COMPUTER STORE 320152940089861418","1414.29","debit","Electronics & Software","Gold Delta SkyMiles","",""
"10/21/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787833266905    RESTAURANT 320152940093356898","19.67","debit","Restaurants","Gold Delta SkyMiles","",""
"10/20/2015","Consolidated Edison","CON ED OF NY     INTELL CKPPD ID: 2462467002","53.48","debit","Utilities","TOTAL CHECKING","",""
"10/20/2015","Ba Electronic","BA ELECTRONIC PAYMENT","1371.07","credit","Credit Card Payment","BankAmericard Travel Rewards Signature Visa","",""
"10/20/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","7.62","debit","Food & Dining","Citi Double Cash Card","",""
"10/19/2015","National Grid","NATIONAL GRID NY UTILITYPAYPPD ID: 9177976003","16.37","debit","Utilities","TOTAL CHECKING","",""
"10/19/2015","Citi","CITI CARD ONLINE PAYMENT    131830397838185 WEB ID: CITICTP","311.86","debit","Financial","TOTAL CHECKING","",""
"10/19/2015","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","5.77","debit","Food & Dining","Citi Double Cash Card","",""
"10/19/2015","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","2.00","debit","Fast Food","Citi Double Cash Card","",""
"10/18/2015","Il Buco","IL BUCO ALIMENTARI ENEW YORK5040006     RESTAURANT 320152910047425951","94.63","debit","Restaurants","Gold Delta SkyMiles","",""
"10/18/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787829152957    RESTAURANT 320152910047961349","12.89","debit","Restaurants","Gold Delta SkyMiles","",""
"10/17/2015","Delta","BVEX:0002 $50 Statement Creditfor first Purchase at Delta 320152900033999852","50.00","credit","Air Travel","Gold Delta SkyMiles","",""
"10/17/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787826516907    RESTAURANT 320152900018016615","16.27","debit","Restaurants","Gold Delta SkyMiles","",""
"10/16/2015","Delta","DELTA AIR LINES     ATLANTA18002211212 320152890010863044","11.20","debit","Air Travel","Gold Delta SkyMiles","",""
"10/16/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787823549517    RESTAURANT 320152890010756329","35.28","debit","Restaurants","Gold Delta SkyMiles","",""
"10/16/2015","Saks","SAKS FIFTH AVENUE 60NEW YORK014784911   2127534000 320152890011898292","375.62","credit","Clothing","Gold Delta SkyMiles","",""
"10/16/2015","Online Thank You","ONLINE PAYMENT, THANK YOU","311.86","credit","Credit Card Payment","Citi Double Cash Card","",""
"10/15/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","7.29","debit","Food & Dining","Citi Double Cash Card","",""
"10/15/2015","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","3017.71","credit","Paycheck","TOTAL CHECKING","",""
"10/14/2015","Check 168","CHECK 168","110.00","debit","Check","TOTAL CHECKING","",""
"10/14/2015","Spotify","ADY*Spotify USA 646-8375380 NY","9.99","debit","Music","BankAmericard Travel Rewards Signature Visa","",""
"10/13/2015","Check 166","CHECK 166","69.00","debit","Check","TOTAL CHECKING","",""
"10/13/2015","Cleanly New York","CLEANLY             NEW YORK CIRE_16VIXU2S 6468209638 320152860952746186","11.30","credit","Credit Card Payment","Gold Delta SkyMiles","",""
"10/13/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787815882993    RESTAURANT 320152860959548590","25.34","debit","Restaurants","Gold Delta SkyMiles","",""
"10/12/2015","Travel","TRAVEL CREDIT C_BANKTRANSACTION","237.22","credit","Credit Card Payment","BankAmericard Travel Rewards Signature Visa","",""
"10/11/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787809830774    RESTAURANT 320152840927830475","18.23","debit","Restaurants","Gold Delta SkyMiles","",""
"10/10/2015","Saks","SAKS FIFTH AVENUE 60NEW YORK014784774   2127534000 320152830913686509","1502.48","debit","Clothing","Gold Delta SkyMiles","",""
"10/09/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787807197508    RESTAURANT 320152820894500363","25.34","debit","Restaurants","Gold Delta SkyMiles","",""
"10/09/2015","Cleanly Ci Ch","CLEANLY             NEW YORK CICH_16TWUK2S 6468209638 320152820884602072","24.50","debit","Uncategorized","Gold Delta SkyMiles","",""
"10/07/2015","USPS","USPS 359610001800971NEW YORK014976698   800-2758777 320152800862653440","4.33","debit","Shipping","Gold Delta SkyMiles","",""
"10/07/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","16.15","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"10/07/2015","Ishares Iboxx High Yieldbond Etf","ISHARES IBOXX HIGH YIELDBOND ETF","5.18","credit","Dividend & Cap Gains","Individual","",""
"10/06/2015","Grubhub Seamless Restaurant","GRUBHUB SEAMLESS    877585787899369215    RESTAURANT 320152790844483643","15.59","debit","Restaurants","Gold Delta SkyMiles","",""
"10/06/2015","Duane Reade","DUANE READE #14295 0NEW YORK99999995279 8002892273 320152790842451611","13.01","debit","Pharmacy","Gold Delta SkyMiles","",""
"10/06/2015","Duane Reade","DUANE READE #14295 0NEW YORK99999995279 8002892273 320152790840333989","10.00","debit","Pharmacy","Gold Delta SkyMiles","",""
"10/06/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","7.83","debit","Food & Dining","Citi Double Cash Card","",""
"10/06/2015","ATM Withdrawal","ATM WITHDRAWAL004014  10/06180 CANAL","400.00","debit","Cash & ATM","TOTAL CHECKING","",""
"10/06/2015","ATM Withdrawal","ATM WITHDRAWAL002304  10/06383 MADIS","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"10/06/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","14.35","credit","Rental Car & Taxi","BankAmericard Travel Rewards Signature Visa","",""
"10/05/2015","CVS","CVS PHARMACY        NEW YORK10178489   8007467287 320152780824719333","51.57","debit","Pharmacy","Gold Delta SkyMiles","",""
"10/05/2015","Bread Brothers","BREAD BROTHERS 2    347-599-180785428145278347-599-1807 320152780832952706","7.60","debit","Food & Dining","Gold Delta SkyMiles","",""
"10/05/2015","Transfer to BankAmericard Travel Rewards Signature Visa","BK OF AMER MC    ONLINE PMT CKF140376536POS WEB ID: 9500000000","440.84","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/05/2015","Americanexpress Transfer Ppd","AMERICANEXPRESS  TRANSFERPPD ID:  124085066","9.07","credit","Transfer","TOTAL CHECKING","",""
"10/05/2015","ATM Withdrawal","ATM WITHDRAWAL005114  10/04130 2ND A","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"10/05/2015","Transfer from TOTAL CHECKING","BA ELECTRONIC PAYMENT","440.84","credit","Credit Card Payment","BankAmericard Travel Rewards Signature Visa","",""
"10/05/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","8.36","debit","Food & Dining","Citi Double Cash Card","",""
"10/05/2015","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.60","debit","Fast Food","Citi Double Cash Card","",""
"10/04/2015","Grubhub Seamless Il","GRUBHUB SEAMLESS 8775857878 IL","23.52","debit","Uncategorized","Citi Double Cash Card","",""
"10/04/2015","Spa Ella","SPA ELLA INC BROOKLYN NY","43.00","debit","Spa & Massage","Citi Double Cash Card","",""
"10/04/2015","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","1.08","debit","Music","Citi Double Cash Card","",""
"10/03/2015","Netflix","NETFLIX.COM NETFLIX.COM CA","7.99","debit","Movies & DVDs","BankAmericard Travel Rewards Signature Visa","",""
"10/03/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","9.09","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"10/03/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","37.37","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"10/03/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","10.66","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"10/03/2015","Khim's Millennium Market","KHIMS MILLENNIUM MARKE BROOKLYN NY","17.43","debit","Groceries","Citi Double Cash Card","",""
"10/03/2015","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","31.93","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"10/02/2015","Transfer to Blue Sky","American Express ACH PMT    W1584           WEB ID: 2005032111","9.99","debit","Credit Card Payment","TOTAL CHECKING","",""
"10/02/2015","Grubhub Seamless Il","GRUBHUB SEAMLESS 877-585-7878 IL","20.77","debit","Uncategorized","BankAmericard Travel Rewards Signature Visa","",""
"10/02/2015","Transfer from TOTAL CHECKING","ONLINE PAYMENT - THANK YOU 320152750783339023","9.99","credit","Credit Card Payment","Blue Sky","",""
"10/02/2015","Ticket Central","TICKET CENTRAL 02122794200 NY","34.50","debit","Entertainment","Citi Double Cash Card","",""
"10/02/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","7.11","debit","Food & Dining","Citi Double Cash Card","",""
"10/02/2015","Vanguard Ftse Emerging Markets Etf","VANGUARD FTSE EMERGING MARKETS ETF","22.50","debit","Investments","Individual","",""
"10/02/2015","Vanguard Small Cap Etf","VANGUARD SMALL CAP ETF","11.51","debit","Investments","Individual","",""
"10/01/2015","Time Warner","TWC*TIME WARNER NYC 718-358-0900 NY","63.66","debit","Television","BankAmericard Travel Rewards Signature Visa","",""
"10/01/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","22.36","debit","Rental Car & Taxi","BankAmericard Travel Rewards Signature Visa","",""
"10/01/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","10.67","debit","Food & Dining","BankAmericard Travel Rewards Signature Visa","",""
"10/01/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","14.35","debit","Rental Car & Taxi","BankAmericard Travel Rewards Signature Visa","",""
"10/01/2015","Vanguard Small Cap Etf","VANGUARD SMALL CAP ETF","11.51","credit","Dividend & Cap Gains","Individual","",""
"10/01/2015","Vanguard Ftse Emerging Markets Etf","VANGUARD FTSE EMERGING MARKETS ETF","22.50","credit","Dividend & Cap Gains","Individual","",""
"9/30/2015","Amazon","Amazon.com AMZN.COM/BILL WA","8.35","debit","Shopping","Citi Double Cash Card","",""
"9/30/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","5.92","debit","Food & Dining","BankAmericard Travel Rewards Signature Visa","",""
"9/30/2015","United Tx","UNITED 0162465432927800-932-2732 TX","400.20","debit","Uncategorized","BankAmericard Travel Rewards Signature Visa","",""
"9/30/2015","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","2803.53","credit","Paycheck","TOTAL CHECKING","",""
"9/30/2015","Interest Paid","Interest Paid","0.03","credit","Interest Income","Investor Checking","",""
"9/30/2015","ATM Fee Refund","ATM Fee Rebate","10.24","credit","ATM Fee","Investor Checking","",""
"9/30/2015","Vanguard High Dividend Yield Etf","VANGUARD HIGH DIVIDEND YIELD ETF","15.84","debit","Investments","Individual","",""
"9/29/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","10.75","debit","Rental Car & Taxi","BankAmericard Travel Rewards Signature Visa","",""
"9/29/2015","Xian Famous Food","XIAN FAMOUS FOOD- MANHATTBROOKLYN NY","7.35","debit","Food & Dining","BankAmericard Travel Rewards Signature Visa","",""
"9/29/2015","Vanguard High Dividend Yield Etf","VANGUARD HIGH DIVIDEND YIELD ETF","15.84","credit","Dividend & Cap Gains","Individual","",""
"9/28/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","8.83","debit","Rental Car & Taxi","BankAmericard Travel Rewards Signature Visa","",""
"9/28/2015","Khim's Millennium Market","KHIMS MILLENNIUM MARKE BROOKLYN NY","42.59","debit","Groceries","BankAmericard Travel Rewards Signature Visa","",""
"9/28/2015","Western Beef","WESTERN-BEEF 001 RIDGEWOOD NY","7.39","debit","Groceries","BankAmericard Travel Rewards Signature Visa","",""
"9/28/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","9.86","debit","Rental Car & Taxi","BankAmericard Travel Rewards Signature Visa","",""
"9/28/2015","Grubhub Seamless Il","GRUBHUB SEAMLESS 877-585-7878 IL","18.78","debit","Uncategorized","BankAmericard Travel Rewards Signature Visa","",""
"9/28/2015","Online Transfer Em","Online Transfer 4869481407 to emigrant bank ######9006 transacti","1250.00","debit","Transfer","TOTAL CHECKING","",""
"9/28/2015","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 4901296790 to Nicole","20.00","debit","Shopping","TOTAL CHECKING","",""
"9/28/2015","Vanguard Growth Etf","VANGUARD GROWTH ETF","6.94","debit","Investments","Individual","",""
"9/27/2015","P 73 Bushwick Avenue","P189405 73 BUSHWICK AVE BROOKLYN","41.75","debit","Uncategorized","Investor Checking","",""
"9/26/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","28.21","debit","Rental Car & Taxi","BankAmericard Travel Rewards Signature Visa","",""
"9/25/2015","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","5.33","debit","Food & Dining","BankAmericard Travel Rewards Signature Visa","",""
"9/25/2015","Aramark","ARAMARK JPMC383MADISON NEW YORKNY           09/24","4.41","debit","Food & Dining","TOTAL CHECKING","",""
"9/25/2015","Vanguard Growth Etf","VANGUARD GROWTH ETF","6.94","credit","Dividend & Cap Gains","Individual","",""
"9/24/2015","Duane Reade","DUANE READE #14426 BROOKLYN NY","5.43","debit","Pharmacy","BankAmericard Travel Rewards Signature Visa","",""
"9/24/2015","Duane Reade","DUANE READE #14426 BROOKLYN NY","116.44","credit","Pharmacy","BankAmericard Travel Rewards Signature Visa","",""
"9/23/2015","Duane Reade","DUANE READE #14426 BROOKLYN NY","135.95","debit","Pharmacy","BankAmericard Travel Rewards Signature Visa","",""
"9/23/2015","Grubhub Seamless Il","GRUBHUB SEAMLESS 877-585-7878 IL","28.73","debit","Uncategorized","BankAmericard Travel Rewards Signature Visa","",""
"9/23/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","9.39","debit","Rental Car & Taxi","BankAmericard Travel Rewards Signature Visa","",""
"9/23/2015","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","8.07","debit","Rental Car & Taxi","BankAmericard Travel Rewards Signature Visa","",""
"9/22/2015","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","200.00","credit","Income","TOTAL CHECKING","",""
